SVAMITVA Property Card ID,Linked Land Record Parcel ID,Survey / Gat / Property No.,State,District,Tehsil / Taluka,Village,Owner Name,Father / Spouse Name,Owner Type,Total Area (sq m),Land / Property Type,Property Card Status,Property Card Prepared Date,Distribution Date,Drone Survey Status,Drone Survey Date,Ortho Image Status,Vector Data Status,DEM Data Status,Parcel Digitisation Status,Cadastral / Parcel Geometry WKT,Record Source,Record Date / Last Updated,Verification Status,Survey Completed,Ground Truthing Status,CORS / Control Point Status,Property Card Prepared,Objection Received,Objection Date,Objection Disposed,Objection Disposal Date,Card Ready for Distribution,Property Card Distributed,Latitude,Longitude,Notified Village,Drone Flying Completed,Data Processing Completed,Data Processing Status,Ortho Data Received,Vector Data Received,Property Cards Prepared,Property Cards Distributed,Feature Extraction Status,Ground Verification Date
SVPC-MH-0023277,MH-DEMO-01101,SV-24-03-0077,Maharashtra,Gadchiroli,Chamorshi,Demo Village 07,Prakash Verma,Arjun Deshpande,Individual,58.3,Commercial,Distributed,2025-05-08,,Completed,2025-04-26,Received,Received,Received,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-05-18,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03957,18.87957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-05-03
SVPC-MH-0023278,MH-DEMO-01102,SV-24-03-0078,Maharashtra,Gadchiroli,Chamorshi,Demo Village 08,Sanjay Bhosale,Prakash Kharat,Individual,61.2,Open Plot,Under Verification,2025-05-12,,Completed,2025-04-29,Received,Received,Available,Digitised,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-05-19,Synthetic - Not Government Verified,Yes,In Progress,Available,No,No,,Not Applicable,,No,Yes,74.03953,18.87953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0023279,MH-DEMO-01103,SV-24-03-0079,Maharashtra,Gadchiroli,Chamorshi,Demo Village 09,Swati Dhole,Suresh Sawant,Individual,64.1,Other Abadi Property,Digitisation Completed,2025-05-16,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-05-20,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03949,18.87949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0023280,MH-DEMO-01104,SV-24-03-0080,Maharashtra,Gadchiroli,Chamorshi,Demo Village 10,Aarav Deshmukh,Anjali Shinde,Individual,67.0,Residential Abadi,Prepared,2025-05-20,,Completed,2025-05-05,Received,Received,Received,Under Processing,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-05-21,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,Yes,No,74.03965,18.87965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-05-12
SVPC-MH-0023281,MH-DEMO-01105,SV-24-03-0081,Maharashtra,Gadchiroli,Chamorshi,Demo Village 01,Ashok Joshi,Pooja Ingale,Individual,69.9,Mixed Residential,Distributed,2025-05-24,,Completed,2025-05-08,Received,Received,Received,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-05-22,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03961,18.87961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-05-15
SVPC-MH-0023282,MH-DEMO-01106,SV-24-03-0082,Maharashtra,Gadchiroli,Chamorshi,Demo Village 02,Meena Borkar,Sunita Chavan,Individual,72.8,Institutional,Under Verification,2025-05-28,,Completed,2025-05-11,Received,Received,Available,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-05-23,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,74.03957,18.87957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-05-18
SVPC-MH-0023283,MH-DEMO-01107,SV-24-03-0083,Maharashtra,Gadchiroli,Chamorshi,Demo Village 03,Rahul Shinde,Aniket Salve,Individual,75.7,Commercial,Digitisation Completed,2025-06-01,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-05-24,Synthetic - Not Government Verified,No,In Progress,Available,Yes,Yes,2025-05-26,No,,Yes,Yes,74.03953,18.87953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0023284,MH-DEMO-01108,SV-24-03-0084,Maharashtra,Gadchiroli,Chamorshi,Demo Village 04,Shivam Wagh,Nikhil Joshi,Individual,78.6,Open Plot,Prepared,2025-06-05,,Completed,2025-05-17,Received,Received,Received,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-05-25,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03949,18.87949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023285,MH-DEMO-01109,SV-24-03-0085,Maharashtra,Gadchiroli,Chamorshi,Demo Village 05,Vaishnavi Yadav,Sonal Raut,Individual,81.5,Other Abadi Property,Distributed,2025-06-09,,Completed,2025-05-20,Received,Received,Received,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-05-26,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,74.03965,18.87965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-05-27
SVPC-MH-0023286,MH-DEMO-01110,SV-24-03-0086,Maharashtra,Gadchiroli,Chamorshi,Demo Village 06,Akash More,Amit Mane,Individual,84.4,Residential Abadi,Under Verification,2025-06-13,,Completed,2025-05-23,Received,Received,Available,Under Processing,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-05-27,Synthetic - Not Government Verified,Yes,Completed,Pending,No,No,,Not Applicable,,No,Yes,74.03961,18.87961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-05-30
SVPC-MH-0023287,MH-DEMO-01111,SV-24-03-0087,Maharashtra,Gadchiroli,Chamorshi,Demo Village 07,Dhananjay Gawande,Nandini Jadhav,Individual,87.3,Mixed Residential,Digitisation Completed,2025-06-17,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-05-28,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03957,18.87957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-06-02
SVPC-MH-0023288,MH-DEMO-01112,SV-24-03-0088,Maharashtra,Gadchiroli,Chamorshi,Demo Village 08,Nandini Raut,Sneha Dhole,Individual,25.2,Institutional,Prepared,2025-06-21,,Completed,2025-05-29,Received,Received,Received,Digitised,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-05-29,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03953,18.87953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023289,MH-DEMO-01113,SV-24-03-0089,Maharashtra,Gadchiroli,Chamorshi,Demo Village 09,Ramesh Kadam,Akash More,Individual,28.1,Commercial,Distributed,2025-06-25,,Completed,2025-06-01,Received,Received,Received,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-05-30,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,No,Yes,74.03949,18.87949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023290,MH-DEMO-01114,SV-24-03-0090,Maharashtra,Gadchiroli,Chamorshi,Demo Village 10,Sonal Ingale,Mohan Mhatre,Individual,31.0,Open Plot,Under Verification,2025-06-29,,Completed,2025-06-04,Received,Received,Available,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-05-31,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,No,74.03965,18.87965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2025-06-11
SVPC-MH-0023291,MH-DEMO-01115,SV-24-03-0091,Maharashtra,Gadchiroli,Chamorshi,Demo Village 01,Vikas Patil,Shivam Kulkarni,Individual,33.9,Other Abadi Property,Digitisation Completed,2025-07-03,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-06-01,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03961,18.87961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-06-14
SVPC-MH-0023292,MH-DEMO-01116,SV-24-03-0092,Maharashtra,Gadchiroli,Chamorshi,Demo Village 02,Aniket Deshpande,Aditi Verma,Individual,36.8,Residential Abadi,Prepared,2025-07-07,,Completed,2025-06-10,Received,Received,Received,Under Processing,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-06-02,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,Yes,Yes,74.03957,18.87957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-06-17
SVPC-MH-0023293,MH-DEMO-01117,SV-24-03-0093,Maharashtra,Gadchiroli,Chamorshi,Demo Village 03,Kiran Mhatre,Meena Wagh,Individual,39.7,Mixed Residential,Distributed,2025-07-11,,Completed,2025-06-13,Received,Received,Received,Digitised,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-06-03,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03953,18.87953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023294,MH-DEMO-01118,SV-24-03-0094,Maharashtra,Gadchiroli,Chamorshi,Demo Village 04,Pooja Pawar,Seema Patil,Individual,42.6,Institutional,Under Verification,2025-07-15,,Completed,2025-06-16,Received,Received,Available,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-06-04,Synthetic - Not Government Verified,Yes,Pending,Available,No,No,,Not Applicable,,No,Yes,74.03949,18.87949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0023295,MH-DEMO-01119,SV-24-03-0095,Maharashtra,Gadchiroli,Chamorshi,Demo Village 05,Sachin Mane,Aarav Kamble,Individual,45.5,Commercial,Digitisation Completed,2025-07-19,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-06-05,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,74.03965,18.87965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2025-06-26
SVPC-MH-0023296,MH-DEMO-01120,SV-24-03-0096,Maharashtra,Gadchiroli,Chamorshi,Demo Village 06,Suresh Tiwari,Manish Gaikwad,Individual,48.4,Open Plot,Prepared,2025-07-23,,Completed,2025-06-22,Received,Received,Received,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-06-06,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,Yes,2025-07-04,Yes,2025-07-17,No,Yes,74.03961,18.87961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-06-29
SVPC-MH-0023297,MH-DEMO-01121,SV-24-03-0097,Maharashtra,Gadchiroli,Chamorshi,Demo Village 07,Vivek Chavan,Sanjay Borkar,Individual,51.3,Other Abadi Property,Distributed,2025-07-27,,Completed,2025-06-25,Received,Received,Received,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-06-07,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03957,18.87957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-07-02
SVPC-MH-0023298,MH-DEMO-01122,SV-24-03-0098,Maharashtra,Gadchiroli,Chamorshi,Demo Village 08,Arjun Kamble,Vivek Kadam,Individual,54.2,Residential Abadi,Under Verification,2025-07-31,,Completed,2025-06-28,Received,Received,Available,Under Processing,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-06-08,Synthetic - Not Government Verified,Yes,In Progress,Pending,No,No,,Not Applicable,,No,Yes,74.03953,18.87953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0023299,MH-DEMO-01123,SV-24-03-0099,Maharashtra,Gadchiroli,Chamorshi,Demo Village 09,Manish Kharat,Mahesh Tiwari,Individual,57.1,Mixed Residential,Digitisation Completed,2025-08-04,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-06-09,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03949,18.87949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0023300,MH-DEMO-01124,SV-24-03-0100,Maharashtra,Gadchiroli,Chamorshi,Demo Village 10,Priya Kulkarni,Sachin Thakur,Individual,60.0,Institutional,Prepared,2025-08-08,,Completed,2025-07-04,Received,Received,Received,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-06-10,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,74.03965,18.87965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-07-11
SVPC-MH-0023301,MH-DEMO-01125,SV-24-04-0001,Maharashtra,Gadchiroli,Mulchera,Demo Village 01,Seema Kale,Vinod Deshmukh,Individual,62.9,Commercial,Distributed,2025-08-12,,Completed,2025-07-07,Received,Received,Received,Digitised,"POLYGON((18.959610 74.159610,18.960390 74.159610,18.960390 74.160390,18.959610 74.160390,18.959610 74.159610))",Synthetic SVAMITVA Demo Dataset,2026-06-11,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.15961,18.95961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-07-14
SVPC-MH-0023302,MH-DEMO-01126,SV-24-04-0002,Maharashtra,Gadchiroli,Mulchera,Demo Village 02,Tanmay Jadhav,Kiran Gawande,Individual,65.8,Open Plot,Under Verification,2025-08-16,,Completed,2025-07-10,Received,Received,Available,Digitised,"POLYGON((18.959570 74.159570,18.960430 74.159570,18.960430 74.160430,18.959570 74.160430,18.959570 74.159570))",Synthetic SVAMITVA Demo Dataset,2026-06-12,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,74.15957,18.95957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-07-17
SVPC-MH-0023303,MH-DEMO-01127,SV-24-04-0003,Maharashtra,Gadchiroli,Mulchera,Demo Village 03,Aditi Thakur,Rohit Pawar,Individual,68.7,Other Abadi Property,Digitisation Completed,2025-08-20,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.959530 74.159530,18.960470 74.159530,18.960470 74.160470,18.959530 74.160470,18.959530 74.159530))",Synthetic SVAMITVA Demo Dataset,2026-06-13,Synthetic - Not Government Verified,No,In Progress,Available,Yes,No,,Not Applicable,,No,Yes,74.15953,18.95953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0023304,MH-DEMO-01128,SV-24-04-0004,Maharashtra,Gadchiroli,Mulchera,Demo Village 04,Deepak Salve,Vikas Kale,Individual,71.6,Residential Abadi,Prepared,2025-08-24,,Completed,2025-07-16,Received,Received,Received,Under Processing,"POLYGON((18.959490 74.159490,18.960510 74.159490,18.960510 74.160510,18.959490 74.160510,18.959490 74.159490))",Synthetic SVAMITVA Demo Dataset,2026-06-14,Synthetic - Not Government Verified,Yes,Pending,Pending,Yes,No,,Not Applicable,,Yes,Yes,74.15949,18.95949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023305,MH-DEMO-01129,SV-24-04-0005,Maharashtra,Gadchiroli,Mulchera,Demo Village 05,Mohan Gaikwad,Gaurav Bhosale,Individual,74.5,Mixed Residential,Distributed,2025-08-28,,Completed,2025-07-19,Received,Received,Received,Digitised,"POLYGON((18.959650 74.159650,18.960350 74.159650,18.960350 74.160350,18.959650 74.160350,18.959650 74.159650))",Synthetic SVAMITVA Demo Dataset,2026-06-15,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,74.15965,18.95965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-07-26
SVPC-MH-0023306,MH-DEMO-01130,SV-24-04-0006,Maharashtra,Gadchiroli,Mulchera,Demo Village 06,Rajesh Sawant,Ramesh Yadav,Individual,77.4,Institutional,Under Verification,2025-09-01,,Completed,2025-07-22,Received,Received,Available,Digitised,"POLYGON((18.959610 74.159610,18.960390 74.159610,18.960390 74.160390,18.959610 74.160390,18.959610 74.159610))",Synthetic SVAMITVA Demo Dataset,2026-06-16,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,74.15961,18.95961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-07-29
SVPC-MH-0023307,MH-DEMO-01131,SV-24-04-0007,Maharashtra,Gadchiroli,Mulchera,Demo Village 07,Sneha Verma,Vijay Deshpande,Individual,80.3,Commercial,Digitisation Completed,2025-09-05,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.959570 74.159570,18.960430 74.159570,18.960430 74.160430,18.959570 74.160430,18.959570 74.159570))",Synthetic SVAMITVA Demo Dataset,2026-06-17,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.15957,18.95957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-08-01
SVPC-MH-0023308,MH-DEMO-01132,SV-24-04-0008,Maharashtra,Gadchiroli,Mulchera,Demo Village 08,Vijay Bhosale,Dhananjay Kharat,Individual,83.2,Open Plot,Prepared,2025-09-09,,Completed,2025-07-28,Received,Received,Received,Digitised,"POLYGON((18.959530 74.159530,18.960470 74.159530,18.960470 74.160470,18.959530 74.160470,18.959530 74.159530))",Synthetic SVAMITVA Demo Dataset,2026-06-18,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,74.15953,18.95953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023309,MH-DEMO-01133,SV-24-04-0009,Maharashtra,Gadchiroli,Mulchera,Demo Village 09,Amit Dhole,Rajesh Sawant,Individual,86.1,Other Abadi Property,Distributed,2025-09-13,,Completed,2025-07-31,Received,Received,Received,Digitised,"POLYGON((18.959490 74.159490,18.960510 74.159490,18.960510 74.160510,18.959490 74.160510,18.959490 74.159490))",Synthetic SVAMITVA Demo Dataset,2026-06-19,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,Yes,2025-08-12,Yes,2025-08-25,Yes,Yes,74.15949,18.95949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023310,MH-DEMO-01134,SV-24-04-0010,Maharashtra,Gadchiroli,Mulchera,Demo Village 10,Gaurav Deshmukh,Vaishnavi Shinde,Individual,89.0,Residential Abadi,Under Verification,2025-08-03,,Completed,2025-08-03,Received,Received,Available,Under Processing,"POLYGON((18.959650 74.159650,18.960350 74.159650,18.960350 74.160350,18.959650 74.160350,18.959650 74.159650))",Synthetic SVAMITVA Demo Dataset,2026-06-20,Synthetic - Not Government Verified,Yes,Completed,Pending,No,No,,Not Applicable,,No,No,74.15965,18.95965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2025-08-10
SVPC-MH-0023311,MH-DEMO-01135,SV-24-04-0011,Maharashtra,Gadchiroli,Mulchera,Demo Village 01,Nikhil Joshi,Deepak Ingale,Individual,26.9,Mixed Residential,Digitisation Completed,2025-08-07,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.959610 74.159610,18.960390 74.159610,18.960390 74.160390,18.959610 74.160390,18.959610 74.159610))",Synthetic SVAMITVA Demo Dataset,2026-06-21,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.15961,18.95961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-08-13
SVPC-MH-0023312,MH-DEMO-01136,SV-24-04-0012,Maharashtra,Gadchiroli,Mulchera,Demo Village 02,Rohit Borkar,Rahul Chavan,Individual,29.8,Institutional,Prepared,2025-08-11,,Completed,2025-08-09,Received,Received,Received,Digitised,"POLYGON((18.959570 74.159570,18.960430 74.159570,18.960430 74.160430,18.959570 74.160430,18.959570 74.159570))",Synthetic SVAMITVA Demo Dataset,2026-06-22,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.15957,18.95957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-08-16
SVPC-MH-0023313,MH-DEMO-01137,SV-24-04-0013,Maharashtra,Gadchiroli,Mulchera,Demo Village 03,Sunita Shinde,Tanmay Salve,Individual,32.7,Commercial,Distributed,2025-08-15,,Completed,2025-08-12,Received,Received,Received,Digitised,"POLYGON((18.959530 74.159530,18.960470 74.159530,18.960470 74.160470,18.959530 74.160470,18.959530 74.159530))",Synthetic SVAMITVA Demo Dataset,2026-06-23,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,74.15953,18.95953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023314,MH-DEMO-01138,SV-24-04-0014,Maharashtra,Gadchiroli,Mulchera,Demo Village 04,Vinod Wagh,Ashok Joshi,Individual,35.6,Open Plot,Under Verification,2025-08-19,,Completed,2025-08-15,Received,Received,Available,Digitised,"POLYGON((18.959490 74.159490,18.960510 74.159490,18.960510 74.160510,18.959490 74.160510,18.959490 74.159490))",Synthetic SVAMITVA Demo Dataset,2026-06-24,Synthetic - Not Government Verified,Yes,Pending,Available,No,No,,Not Applicable,,No,Yes,74.15949,18.95949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0023315,MH-DEMO-01139,SV-24-04-0015,Maharashtra,Gadchiroli,Mulchera,Demo Village 05,Anjali Yadav,Priya Raut,Individual,38.5,Other Abadi Property,Digitisation Completed,2025-08-23,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.959650 74.159650,18.960350 74.159650,18.960350 74.160350,18.959650 74.160350,18.959650 74.159650))",Synthetic SVAMITVA Demo Dataset,2026-06-25,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,74.15965,18.95965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2025-08-25
